Ident,ICAO,IATA,Name,Country or Area Code,Latitude,Longitude
CZPB,CZPB,ZPB,Sachigo Lake,Canada,53.89099884,-92.1962738
CZPC,CZPC,,Pincher Creek,Canada,49.5204277,-113.9971008
CZPO,,,Pinehouse Lake,,55.52795792,-106.5831757
CZRJ,CZRJ,ZRJ,Round Lake,Canada,52.94362259,-91.31262207
CZSJ,CZSJ,ZSJ,Sandy Lake,Canada,53.06418228,-93.34438324
CZSN,CZSN,XSI,South Indian Lake,Canada,56.79284286,-98.90722656
CZST,CZST,ZST,Stewart,CAN,55.93333435,-129.9833374
CZSW,,,Seal Cove,,54.32994843,-130.2789917
CZTA,,,Bloodvein River,,51.78332901,-96.7013092
CZTM,CZTM,ZTM,Shamattawa,Canada,55.86302567,-92.08138275
CZUC,CZUC,ZUC,Ignace Muni,Canada,49.42972183,-91.71778107
CZUM,CZUM,ZUM,Churchill Falls,Canada,53.56262589,-64.10593414
CZVL,CZVL,,Edmonton Villeneuve,Canada,53.66916656,-113.8538895
CZWH,CZWH,XLB,Lac Brochet,Canada,58.6142807,-101.4689636
CZWL,,,Wollaston Lake,,58.10694885,-103.1717835
D00,,,Norman County Ada/Twin Valley,United States,47.26046753,-96.40026093
D02,,,Osage Muni,,43.29249954,-92.79728699
D05,,,Garrison Muni,United States,47.65596008,-101.4369278
D06,,,Minto Municipal,,48.28329849,-97.39311218
D07,,,Faith Muni,,45.03516769,-102.020668
D09,,,Bottineau Muni,United States,48.83047104,-100.417305
D11,,,Ojibwa Airpark,United States,43.72002792,-85.00280762
D12,,,Garden Valley,,44.06433868,-115.9259491
D14,,,Fertile Muni,USA,47.55191803,-96.29219818
D15,,,Lake Isabella Airpark,United States,43.64456558,-84.98268127
D16,,,Breezy Point,,46.59992981,-94.21777344
D17,,,Westwinds,United States,38.75847244,-108.1484757
D18,,,Downwind Acres,,42.15251923,-83.56717682
D19,KLYV,,Quentin Aanenson Fld,United States,43.6169548,-96.21606445
D20,,,Yale,United States,43.11104965,-82.78672028
D22,,,Angola,United States,42.65813828,-78.98984528
D23,,,Select XK002V For Fse D23,,42.56567383,-78.42817688
D24,,,Fessenden Municipal,,47.65892792,-99.66094971
D25,,,Manitowish Waters,,46.12022781,-89.88220215
D27,,,La Dotd Headquarters,,30.45916748,-91.1763916
D28,,,Tanglefoot,,48.53866196,-116.832222
D29,,,Drayton Muni,United States,48.61851501,-97.176651
D30,,,Dickinsons Airfield,,42.32118225,-77.41081238
D31,,,Leeds Muni,,48.28499985,-99.4034729
D32,,,Starbuck Municipal,,45.59981537,-95.53417206
D37,,,Warren Muni,United States,48.19116592,-96.71130371
D38,,,Select Kiua For Fse D38,,42.90718079,-77.32162476
D39,,,Sauk Centre Muni,United States,45.706604,-94.93325043
D41,,,Stephen Muni,United States,48.46127701,-96.86629486
D42,,,Springfield Muni,United States,44.23105621,-94.99891663
D43,,,Hopewell Airpark,,42.91950989,-77.24278259
D44,,,Waskish Municipal,,48.15398407,-94.51634216
D46,,,Potoczak,,43.06111908,-78.66217041
D48,,,Dundee Flying Club,,42.52923965,-76.96111298
D49,,,Columbus Municipal,,48.89864349,-102.7921219
D50,,,Crosby Muni,,48.92829895,-103.2975769
D51,,,Clarence Aerodrome,,43.065979,-78.68309021
D52,,,Geneseo,,42.79840469,-77.84136963
D54,,,West Fargo Muni,,46.9007988,-96.91869354
D55,,,Robertson Fld,,48.75498199,-98.39126587
D56,,,Mayville Muni,,47.47784042,-97.32807159
D57,,,Glen Ullin Regional,,46.81393051,-101.865448
D58,,,Timber Lake Muni,United States,45.41497803,-101.0858917
D59,,,Gowanda,United States,42.50157166,-78.95052338
D60,,,Tioga Muni,,48.38027954,-102.8973618
D61,,,Towner Municipal,,48.35832977,-100.3920746
D63,,,Dinsmore,United States,40.49207306,-123.5983658
D64,,,Westhope Muni,,48.91307831,-101.0337219
D65,,,Corsica Municipal,,43.43442154,-98.39875793
D66,,,Delta Junction,,64.05081177,-145.7175598
D67,,,Creekside,,42.91597748,-77.38288879
D69,,,Rogersburg,United States,46.0739975,-116.9646683
D70,,,Honeoye Falls,,42.94728851,-77.59872437
D71,,,Houghton College,,42.42582703,-78.1690979
D72,,,Knowlesville,,43.22031021,-78.31495667
D73,,,Monroe-Walton Co,USA,33.78252792,-83.69280243
D74,,,Chorman,,38.84952927,-75.61277771
D75,,,Hannas Acres,,42.82645416,-77.71343994
D77,,,Select Kbqr For Fse D77,,42.92227173,-78.61225128
D78,,,Lakestone Farm,,43.03528595,-77.30858612
D79,,,Dart,United States,42.26811218,-79.48171234
D80,,,Olcott-Newfane,United States,43.32180023,-78.7254715
D81,,,Red Lake Falls Municipal,,47.82481766,-96.25837708
D82,,,Ovid,United States,42.65307236,-76.79640198
D83,,,Boonville,,39.01395416,-123.3815537
D85,,,Randolph,,42.15372467,-79.01636505
D86,,,Sequoia Field,USA,36.44791794,-119.3187256
D88,,,Pratts Eastern Divide,,42.14969635,-79.68574524
D89,,,South Dayton,United States,42.36790848,-79.00479889
D90,,,Mancelona Municipal,United States,44.92465973,-85.06570435
D91,,,Spencerport Airpark,United States,43.16970825,-77.81890869
D93,,,Airtrek,,42.84934998,-76.84967041
D94,,,Schuyler,,42.45191193,-76.9120636
D95,,,Dupont Lapeer,United States,43.0664711,-83.27155304
D98,,,Romeo State,United States,42.79633331,-82.97425842
D99,,,Weiss Airfield,,42.89996338,-77.49923706
DA0A,,,Select DA11 For Fse DA0A,,30.87911224,-3.06772518
DA0C,,,Select DA12 For Fse DA0C,,32.89851379,0.52468097
DA0D,,,Select DA13 For Fse DA0D,,28.88312721,-5.82399368
DA0E,,,Mostaganem,,35.90347672,0.15049151
DA0F,,,Select DA15 For Fse DA0F,,34.89719009,0.15169451
DA0G,,,Select DA16 For Fse DA0G,,27.58526611,-7.50030518
DA10,,,Illizi,Algeria,26.57523727,8.48340988
DA11,,,Hamaguir,Algeria,30.87766647,-3.06728983
DA12,,,El Abiodh Sidi Cheikh,,32.89798355,0.5244118
DA13,,,Tinfouchy,Algeria,28.88004303,-5.82000923
DA15,,,Saida,Algeria,34.89707947,0.1510904
DA16,,,Tindouf East,Algeria,27.58717728,-7.50063038
DAAB,,,Blida,,36.50417328,2.81287813
DAAD,DAAD,BUJ,Bou Saada,Algeria,35.33139038,4.20444441
DAAE,DAAE,BJA,Soummam-Abane Ramdane,Algeria,36.71194458,5.06944466
DAAG,DAAG,ALG,Houari Boumediene,Algeria,36.6938324,3.2145555
DAAJ,DAAJ,DJG,Djanet-Tiska,Algeria,24.29305649,9.45194435
DAAK,,,Boufarik,,36.54533005,2.87707376
DAAM,,,Telerghma,,36.10803223,6.36487579
DAAN,DAAN,,Reggane,Algeria,26.71345329,0.29297113
DAAP,DAAP,VVZ,Illizi Takhamalt,Algeria,26.72361183,8.61777782
DAAQ,DAAQ,,Ain Oussera,Algeria,35.52879333,2.87632036
DAAS,DAAS,QSF,8 Mai 45,Algeria,36.17861176,5.32999992
DAAT,DAAT,TMR,Tamanrasset,Algeria,22.81111145,5.45083332
DAAV,DAAV,GJL,Ferhat Abbas Intl,Algeria,36.79444504,5.87361097
DAAY,DAAY,MZW,Mecheria,Algeria,33.52767944,-0.24064615
DAAZ,DAAZ,,Relizane,Algeria,35.75299835,0.62588871
DABB,DABB,AAE,Rabah Bitat,Algeria,36.82222366,7.80944443
DABC,DABC,CZL,Constantine - Mohamed Boudiaf,Algeria,36.28527832,6.61916685
DABS,DABS,TEE,Cheikh Larbi Tebessi,Algeria,35.43263626,8.12559986
DABT,DABT,BLJ,Batna,Algeria,35.75916672,6.32250023
DAFH,DAFH,HRM,Hassi R Mel,Algeria,32.93090057,3.31131554
DAOB,DAOB,TID,Bou Chekif,Algeria,35.3413887,1.46694446
DAOE,,,Bou Sfer,,35.73639679,-0.80359334
DAOF,DAOF,TIN,Tindouf,Algeria,27.70000076,-8.16666698
DAOI,DAOI,CFK,Chlef Aboubekr Belkaid,Algeria,36.21694565,1.34000003
DAOL,,,Tafaraoui,,35.54172134,-0.53207195
DAON,DAON,TLM,Zenata-Messali El Hadj,Algeria,35.01527786,-1.45083332
DAOO,DAOO,ORN,Oran/Ahmed Ben Bella,Algeria,35.62722397,-0.61138886
DAOR,DAOR,CBH,Bechar,Algeria,31.65056992,-2.25315285
DAOS,DAOS,BFW,Sidi Bel Abbes,Algeria,35.17256927,-0.59321767
DAOV,DAOV,MUW,Ghriss,Algeria,35.20823669,0.14628001
DAOY,DAOY,EBH,El Bayadh,Algeria,33.72083282,1.09138894
DATG,,,In Guezzam,,19.56608582,5.76321411
DATM,DATM,BMW,Bordj Badji Mokhtar,Algeria,21.375,0.92388886
DAUA,DAUA,AZR,Touat-Cheikh Sidi Mohamed,Algeria,27.83916664,-0.18527777
DAUB,DAUB,BSK,Biskra,Algeria,34.80166626,5.74166679
DAUE,DAUE,ELG,El Golea,Algeria,30.56888962,2.86472225
DAUG,DAUG,GHA,Noumerat,Algeria,32.38166809,3.79944444
DAUH,DAUH,HME,Oued Irara,Algeria,31.67388916,6.14055538
DAUI,DAUI,INZ,In Salah,Algeria,27.25361061,2.51083326
DAUK,DAUK,TGR,Sidi Mahdi,Algeria,33.06000137,6.0872221
DAUL,DAUL,LOO,Laghouat,Algeria,33.76476288,2.92898774
DAUO,DAUO,ELU,El Oued - Guemar,Algeria,33.51305389,6.78249979
DAUT,DAUT,TMX,Timimoun,Algeria,29.24111176,0.28361112
DAUU,DAUU,OGX,Ouargla,Algeria,31.93138885,5.40666676
DAUZ,DAUZ,IAM,In Amenas,Algeria,28.05138969,9.64277744
DBBB,DBBB,COO,Cotonou - Cadjehoun,Benin,6.35638905,2.38333344
DBBC,,,Bohicon,,7.13308859,2.05029011
DBBK,,,Kandi,,11.14956093,2.95019627
DBBN,,,Natitingou,,10.38310432,1.36703253
DBBO,,,Porga,,11.03287125,0.984308
DBBP,,,Parakou,,9.35644913,2.60965681
DBBR,,,Bembereke,,10.283041,2.70026779
DBBS,,,Save,,8.0164299,2.45081973
DC01,,,Washington Post,,38.9042778,-77.03442383
DC03,,,Us Park Police Eagles Nest,USA,38.86673737,-76.99248505
DC06,,,Mpd 2ND,United States,38.93482208,-77.07485199
DC07,,,Mpd 5TH,United States,38.91511154,-76.97363281
DC08,,,Washington Hospital Center,United States,38.92885971,-77.01663971
DC09,,,Medstar Georgetown,United States,38.91061401,-77.07608032
DC16,,,Mpd 3RD,United States,38.91791534,-77.03813171
DC17,,,Childrens Hospital,United States,38.92764664,-77.01447296
DCK,,,Dahl Creek,,66.94285583,-156.9052887
DDJ,,,Frisco,,33.14281464,-96.85366821
DDT,,,Select Padt For Fse Ddt,,62.72258759,-143.920517
DE00,,,Doyles,,39.02056122,-75.57746887
DE01,,,Eagle Run,,39.66122437,-75.6829834
DE02,,,Delaware State Police Hq,United States,39.1937561,-75.54405212
DE03,,,Dover Downs Helistop,,39.18344498,-75.52464294
DE04,,,Newberg,,39.28964233,-75.57595825
DE05,,,Wilmington Country Club,,39.80010986,-75.61631775
DE06,,,Delaware Museum,,39.79261017,-75.61354065
DE07,,,Flying C,,39.14397049,-75.69156647
DE08,,,Barcroft Company,,38.78150177,-75.10517883
DE09,,,Johnsons,,39.06795502,-75.48885345
DE10,,,Kimbowrosa Farm,,38.9665451,-75.46605682
DE11,,,Drummond,,38.90557098,-75.40040588
DE12,,,Owens Field,,38.80510712,-75.41262817
DE13,,,Rehoboth Bay,,38.68622589,-75.08712769
DE14,,,Huey,,38.74371338,-75.53520966
DE15,,,Pevey,,38.61217499,-75.69957733
DE16,,,Rollins Bldg,,39.78344727,-75.54964447
DE17,,,Sugar Hill,,38.77778625,-75.58279419
DE18,,,Strawbridge Christiana Mall,,39.67927933,-75.67881775
DE19,,,Duffys,,39.32572174,-75.74205017
DE20,,,Spirit Airpark,,39.37355423,-75.74487305
DE21,,,West - Private,United States,38.51789856,-75.1598053
DE22,,,Del-Mar Ford,,39.2167778,-75.58298492
DE23,,,Ockel Farms,,38.74951553,-75.36000061
DE24,,,Elliott,,39.11149979,-75.50547791
DE25,,,Eagle Crest-Hudson,,38.77537537,-75.23391724
DE27,,,Warrington Field,,38.46250153,-75.17516327
DE29,,,Scottys Place,,39.37482452,-75.6443634
DE49,,,Josephs,United States,38.63724518,-75.35662842
DF4,,,Paradise River,,53.41633606,-57.233078
DFCC,,,Ouahigouya,,13.56607246,-2.41649723
DFCJ,,,Djibo,,14.09943199,-1.63337326
DFCK,,,Koudougou,,12.26637268,-2.39979935
DFEB,,,Bogande,,12.98268795,-0.16687642
DFEE,,,Dori,,14.03306293,-0.06635022
DFEF,,,Fada Ngourma,,12.0330658,0.35032791
DFEG,,,Gorom-Gorom,,14.44968891,-0.23297256
DFEL,,,Kantchari,,12.46637344,1.50024819
DFEP,,,Pama,,11.24930859,0.69998908
DFER,,,Arly,,11.58311176,1.48372829
DFES,,,Sebba,,13.44971657,0.51685786
DFET,,,Tenkodogo,,11.79987717,-0.36712074
DFFD,DFFD,OUA,Ouagadougou,Burkina Faso,12.35366631,-1.51194441
DFOB,,,Banfora,,10.68315411,-4.71625328
DFOD,DFOD,DGU,Dedougou,Burkina Faso,12.45767593,-3.49295092
DFOF,,,Safane,,12.14936447,-3.18328571
DFOG,,,Amilcar Cabral De Gaoua,,10.38264656,-3.16863489
DFOH,,,Hounde,,11.48275566,-3.51656818
DFOL,,,Loumana,,10.56635761,-5.34984064
DFON,,,Nouna,,12.74910831,-3.86666632
DFOO,DFOO,BOY,Bobo Dioulasso,Burkina Faso7,11.16361141,-4.32444382
DFOR,,,Orodara,,10.98303604,-4.93296814
DFOT,,,Tougan,,13.06608772,-3.06660938
DFOU,,,Diebougou,,10.94963074,-3.24988747
DFOY,,,Aribinda,,14.21613693,-0.88327181
DGAA,DGAA,ACC,Kotoka Intl,Ghana,5.60441399,-0.16754444
DGAH,DGAH,,Ho,Ghana,6.57971287,0.53254098
DGLE,,,Tamale,,9.55734634,-0.86254191
DGLN,,,Navrongo,,10.94273663,-1.08766949
DGLW,,,Wa,,10.08266258,-2.50868011
DGLWX,,,Fse Dglw Wa,,10.08280754,-0.33278304
DGLY,,,Yendi,,9.42534637,-0.00560415
DGSI,,,Kumasi,,6.71450806,-1.59012902
DGSN,,,Sunyani,,7.36161613,-2.32855678
DGTK,,,Takoradi AB,,4.89599228,-1.77362919
DIAO,,,Aboisso,,5.44984722,-3.24969864
DIAP,DIAP,ABJ,Abidjan Felix Houphouet Boigny,C�te d'Ivoire,5.25450277,-3.92865562
DIAU,,,Abengourou,,6.71658897,-3.46714091
DIBC,,,Bocanda,,7.03300095,-4.53319931
DIBI,,,Boundiali,,9.53280258,-6.46658754
DIBK,DIBK,BYK,Bouake,C�te d'Ivoire,7.75237513,-5.06770563
DIBN,,,Tehini,,9.26650429,-3.03284502
DIBU,,,Soko,,8.0174427,-2.7617712
DIDB,,,Dabou,,5.34997606,-4.39929581
DIDK,,,Dimbokro Ville,,6.5999136,-4.56760836
DIDL,,,Daloa,,6.79256153,-6.47267199
DIFK,,,Ferkessedougou,,9.59978771,-5.18308115
DIGL,,,Guiglo,,6.52471972,-7.47825527
DIGN,,,Nero-Sur-Mer,,4.63302994,-6.91642761
DIKO,,,Korhogo,,9.38655663,-5.55644226
DIMN,DIMN,MJC,Man,C�te d'Ivoire,7.27096939,-7.58752775
DIOD,,,Odienne,,9.53901672,-7.56095314
DIOF,,,Ouango Fitini,,9.59951782,-4.05007029
DISG,,,Seguela,,7.96760464,-6.71060848
DISP,DISP,SPY,San Pedro,C�te d'Ivoire,4.74762201,-6.66022778
DISS,,,Sassandra,,4.93310833,-6.13285351
DITB,,,Tabou,,4.43313408,-7.36702251
DITM,,,Mahana,,8.28943253,-7.67238712
DIYO,DIYO,ASK,Yamoussoukro,C�te d'Ivoire,6.90578079,-5.36376095
DN0A,,,Select DN50 For Fse DN0A,,9.88464451,6.81863213
DN0B,,,Select DN51 For Fse DN0B,,7.45722866,6.46112919
DN0C,,,Select Dnim For Fse DN0C,,5.42704868,7.20603085
DN0D,,,Select DN53 For Fse DN0D,,10.59893894,7.4487071
DN0E,,,Select DN54 For Fse DN0E,,10.9201107,11.50116825
DN0F,,,Select DN55 For Fse DN0F,,4.64216995,7.94903755
DN0G,,,Select DN56 For Fse DN0G,,5.62532043,5.19238377
DN0H,,,Select DN57 For Fse DN0H,,13.00782776,7.66044998
DN50,,,Shiroro,Nigeria,9.88473034,6.81854534
DN51,,,Ajaokuta,Nigeria,7.45954609,6.46148396
DN53,,,Kaduna Old,Nigeria,10.59900379,7.44908571
DN54,,,Bajoga Northeast,,10.91979218,11.50148201
DN55,DNEK,,Eket,Nigeria,4.6422472,7.9490304
DN56,,,Escravos,,5.62492514,5.1921196
DN57,,,Katsina,,13.00698662,7.65840435
DNAA,DNAA,ABV,Nnamdi Azikiwe Intl,Nigeria,9.00679684,7.26317501
DNAI,DNAI,QUO,Victor Attah Intl,Nigeria,4.87215281,8.09357262
DNAK,DNAK,AKR,Akure,Nigeria,7.24674463,5.30098057
DNAS,DNAS,ABB,Asaba Intl,Nigeria,6.20319462,6.66738892
DNBE,DNBE,BNI,Benin,Nigeria,6.3165307,5.59894466
DNBI,,,Bida,,9.09971619,6.0169363
DNCA,,,Calabar,,4.97577,8.34813309
DNEN,DNEN,ENU,Enugu,Nigeria,6.47353888,7.55893326
DNGO,DNGO,,Gombe,,10.29815006,10.89904976
DNGU,,,Gusau,,12.17088127,6.69643784
DNIB,DNIB,IBA,Ibadan,Nigeria,7.36240816,3.97833061
DNIL,,,Ilorin,,8.43946838,4.49445438
DNIM,DNIM,QOW,Sam Mbakwe Intl Cargo,Nigeria,5.42715836,7.20602512
DNIX,,,Kainji,,9.89221001,4.48608589
DNJO,DNJO,JOS,Yakubu Gowon,Nigeria,9.64000034,8.86999989
DNKA,DNKA,KAD,Kaduna,Nigeria,10.69586945,7.32014704
DNKN,DNKN,KAN,Mallam Aminu Kano Intl,Nigeria,12.04805565,8.52361107
DNMA,DNMA,MIU,Maiduguri,Nigeria,11.85524464,13.08128643
DNMK,DNMK,MDI,Makurdi,Nigeria,7.70307589,8.61439514
DNMM,DNMM,LOS,Murtala Muhammed Intl,Nigeria,6.57864714,3.32252789
DNMN,,,Minna New,,9.65179634,6.46359205
DNOS,,,Oshogbo,,7.76635075,4.48357439
DNPO,DNPO,PHC,Port Harcourt Intl,Nigeria,5.01545811,6.94953346
DNSO,DNSO,SKO,Sultan Abubakar III Intl,Nigeria,12.91589737,5.20689726
DNYO,DNYO,YOL,Yola,Nigeria,9.25769711,12.43041706
DNZA,,,Zaria,,11.12985229,7.6860261
DOI,,DOI,Doini,Papua New Guinea,-10.70053101,150.7218781
DRA,,,Select NV65 For Fse Dra,,36.61939621,-116.0328064
DRRA,,,Tessaoua,,13.76618385,8.01661682
DRRC,,,Dogondoutchi,,13.66601181,4.09992743
DRRD,,,Dosso,,13.04964638,3.21690822
DRRE,,,Tera,,13.94918919,0.73337567
DRRG,,,Gaya,,11.88294411,3.43357754
DRRL,,,Tillabery,,14.19960022,1.46686578
DRRM,DRRM,MFQ,Maradi,Niger,13.50188923,7.11972237
DRRN,DRRN,NIM,Diori Hamani,Niger,13.48165512,2.17036104
DRRP,,,La Tapoa,,12.48258972,2.40001249
DRRT,DRRT,THZ,Tahoua,Niger,14.87805557,5.27027798
DRRU,,,Ouallam,,14.33311081,2.08360386
DRZA,DRZA,AJY,Manu Dayak,Niger,16.96230507,7.99038887
DRZD,DRZD,,Dirkou,Niger,18.96897316,12.86883354
DRZF,DRZF,,Diffa,Niger,13.37303829,12.62656116
DRZG,,,Goure,,13.88297653,10.18363857
DRZI,,,Iferouane,,19.0666275,8.36764717
DRZM,,,Maine-Soroa,,13.19977379,12.0329628
DRZR,DRZR,ZND,Zinder,Niger,13.78397465,8.99040508
DRZT,,,Tanout,,14.99742031,8.76620102
DT0A,,,Select DT70 For Fse DT0A,,33.35024261,10.44397068
DT70,,,Madaniyin,,33.34973526,10.44387054
DTKA,DTKA,TBJ,Tabarka Ain Draham,Tunisia,36.97999954,8.87694454
DTMB,DTMB,MIR,Monastir Habib Bourguiba Intl,Tunisia,35.75805664,10.7547226
DTNH,DTNH,,Enfidha-Hammamet,,36.07583237,10.43861103
DTTA,DTTA,TUN,Carthage,Tunisia,36.85316086,10.22757721
DTTB,DTTB,,Sidi Ahmed Air Base,Tunisia,37.24460983,9.80016136
DTTD,DTTD,,Remada Air Base,Tunisia,32.30611038,10.38222218
DTTF,DTTF,GAF,Gafsa,Tunisia,34.41555405,8.81361103
DTTG,,,Gabes,,33.87732697,10.1033268
DTTI,DTTI,,Borj El Amri,Tunisia,36.7211113,9.94333267
DTTJ,DTTJ,DJE,Djerba Zarzis,Tunisia,33.87555695,10.77722263
DTTR,DTTR,EBM,El Borma,Tunisia,31.70277786,9.25749969
DTTX,DTTX,SFA,Sfax Thyna,Tunisia,34.72055435,10.68861103
DTTZ,DTTZ,TOE,Nefta,Tunisia,33.93972397,8.11055565
DXAK,,,Akpaka,,7.51627731,1.20011067
DXDP,,,Djangou,,10.79999542,0.25090951
DXKP,,,Kolokope,,7.79974079,1.28356028
DXMG,,,Sansanne-Mango,,10.36642075,0.46701303
DXNG,,,Niamtougou,,9.76795006,1.09332347
DXSK,,,Sokode,,8.99941921,1.15111458
DXXX,DXXX,LFW,Gnassingbe Eyadema Intl,Togo,6.16594458,1.2543056
E00,,,Doctors Mesa,,38.85170746,-108.0173035
E01,,,Roy Hurd Mem,,31.58247185,-102.9090271
E04,,,Eunice,,32.45685196,-103.2373428
E05,,,Hatch Muni,,32.66106033,-107.197937
E06,,,Lea Co-Zip Franklin Mem,United States,32.95394516,-103.4087753
E07,,,Tatum,United States,33.26081085,-103.2784805
E08,,,Canam,,34.99041748,-101.9682236
E11,,,Andrews County,,32.33075333,-102.529686
E13,,,Crane County,United States,31.41513824,-102.3629227
E14,,,Ohkay Owingeh,United States,36.02611923,-106.0454102
E15,,,Select Krph For Fse E15,,33.11027527,-98.55525208
E16,,,San Martin,United States,37.08158493,-121.5968018
E16XX,,,Fse E16 Leland,,41.59965515,-88.77991486
E19,,,Gruver Muni,United States,36.2337265,-101.4321899
E20,,,Lake Berryessa,,38.59785843,-122.2534561
E21,,,Sampleys,,33.92282104,-113.1822357
E24,,,Whiteriver,,33.81098557,-109.9862213
E25,,,Wickenburg Muni,,33.97063065,-112.7950897
E26,,,Lea County Jal,United States,32.13107681,-103.1548462
E29,,,Select Ksoa For Fse E29,,30.58570099,-100.6485596
E30,,,Bruce Fld,United States,31.67447281,-99.97699738
E31,,,Ak Chin Community Airfield,,32.98870087,-112.0235825
E32,,,Lindrith Airpark,,36.28967667,-107.0594864
E34,,,Smiley Johnson Muni/Bass Field,,34.91149902,-100.8693619
E35,,,Fabens,,31.51567268,-106.1471939
E36,,,Georgetown,United States,38.91930008,-120.8647995
E37,,,Flying J Ranch,United States,32.84893036,-109.8777695
E38,,,Alpine Casparis Muni,USA,30.38422203,-103.6835861
E40,,,Wilsons,,35.65199661,-81.35836792
E41,,,Reagan Co,United States of America,31.19766617,-101.4753342
E42,,,Major Samuel B Cornelius Field,United States,36.22100067,-101.1945038
E44,,,Taurus Mesa,,29.62101936,-103.6793518
E45,,,Pine Mountain Lake,,37.86166763,-120.1785584
E46,,,02 Ranch,,29.86712074,-103.7042694
E48,,,Upton County,,31.12514687,-102.2254105
E51,,,Bagdad,,34.59289551,-113.1719513
E52,,,Oldham County,United States,35.23071289,-102.3987656
E53,,,Engler Field,,43.84592056,-83.04663086
E54,,,Bowie,,32.33506393,-109.4731293
E57,,,Denver City,,32.97465897,-102.8451004
E58,,,Three Point,,32.90283966,-111.7626495
E60,,,Eloy Muni,,32.80663681,-111.58638
E61,,,Conchas Lake,,35.38399124,-104.216362
E63,,,Gila Bend,,32.96017075,-112.6736374
E65,,,Whetstone,,31.68298531,-110.2900238
E67,,,Kearny,,33.04719543,-110.9090576
E68,,,Estrella Sailport,,33.08530045,-112.1609802
E70,,,Huber Airpark Civic Club,United States,29.60255241,-97.99116516
E71,,,Eds Field,,32.68340302,-111.5024262
E72,,,Pine Springs,,35.40368652,-109.2711868
E76,,,Rimrock,,34.65054321,-111.7880402
E77,,,San Manuel,,32.63644028,-110.6472855
E78,,,Sells,,31.9328537,-111.8942871
E80,KBRG,BRG,Belen Regl,USA,34.64586258,-106.8363419
E81,,E81,Superior Municipal,United States,33.28164291,-111.1286774
E84,,,G Bar F Ranch,United States,33.54360962,-105.3773422
E85,,,Denio Junction,,41.95384979,-118.6309815
E87,,,Columbus Stockyards,,31.79078674,-107.6380768
E89,,,Conchas Lake,USA,35.36783981,-104.1805115
E90,,,Pueblo Pintado,,35.967453,-107.6466675
E91,,,Chinle Muni,,36.10930634,-109.57547
E92,,,Estancia Muni,,34.76364136,-106.0428162
E94,,,Glenwood-Catron County,United States,33.35284042,-108.8672867
E95,,,Benson Muni,,31.99944496,-110.3579712
E97,,,Ute Dam,,35.35597229,-103.4368515
E98,,,Mid Valley Airpark,USA,34.75977707,-106.7453079
E99,,,Akin And Akin,United States,34.77228546,-103.8560791
EA3,,,Olds-Didsbury,Canada,51.71110916,-114.1066666
EA5,,,Hardisty,,52.64578629,-111.3822708
EA6,,,Cardston,,49.16366196,-113.2436829
EB3,,,Colville Lake,,67.33274078,-126.0839157
EB5,,,Fairview,,56.08049393,-118.4338303
EBAM,EBAM,,Amougies,Belgium,50.73944473,3.48611116
EBAR,EBAR,,Arlon,Belgium,49.66277695,5.88694429
EBAS,EBAS,,Schilde / 's Gravenwezel,Belgium,51.24710083,4.54269981
EBAV,EBAV,,Avernas,Belgium,50.70666504,5.06805563
EBAW,EBAW,ANR,Antwerpen / Deurne,Belgium,51.1894455,4.46027756
EBBE,EBBE,,Beauvechain,Belgium,50.75783157,4.7670002
EBBL,,,Kleine Brogel,,51.16744614,5.46858406
EBBN,EBBN,,B�llingen,Belgium,50.41500092,6.27638912
EBBR,EBBR,BRU,Brussels National,BEL,50.90139389,4.48456955
EBBT,EBBT,,Brasschaat Airfield,Belgium,51.34083176,4.5041666
EBBX,,,Bertrix,,49.88671112,5.22935343
EBBY,EBBY,,Baisy-Thy,Belgium,50.56861115,4.43472242
EBBZ,EBBZ,,Buzet,Belgium,50.54166794,4.38111115
EBCF,EBCF,,Cerfontaine,Belgium,50.15277863,4.38722229
EBCI,EBCI,CRL,Brussels South Charleroi,Belgium,50.45999908,4.45277786
EBCT,,,Casteau Shape,,50.50313187,3.9824698
EBCV,EBCV,,Chievres Air Base,Belgium,50.57583237,3.83111119
EBDT,EBDT,,Diest - Schaffen,Belgium,51.00416565,5.06583357
EBFN,,,Koksijde,,51.09454346,2.65293002
EBFS,,,Florennes,,50.24018478,4.64832592
EBGB,EBGB,,Grimbergen / Lint,Belgium,50.94861221,4.39194441
EBGG,EBGG,,Geraardsbergen Overboelare,Belgium,50.7555542,3.86388898
EBHN,EBHN,,Hoevenen,Belgium,51.30527878,4.39055538
EBIS,EBIS,,Ath - Isi�res,Belgium,50.6641655,3.80444455
EBKH,EBKH,,Balen Keiheuvel,Belgium,51.18083191,5.2208333
EBKT,EBKT,KJK,Kortrijk Wevelgem,BEL,50.81861115,3.20916677
EBKW,EBKW,KNO,Westkapelle Heliport,Belgium,51.32157516,3.29383087
EBLE,EBLE,,Sanicole,Belgium,51.11943436,5.30071449
EBLG,EBLG,LGG,Liege,Belgium,50.63639069,5.44277763
EBLN,EBLN,,Liernu,Belgium,50.57972336,4.79222202
EBMG,EBMG,,Doische Matagne,Belgium,50.10472107,4.63805532
EBML,EBML,,Assesse - Maillen,Belgium,50.3741684,4.92777777
EBMO,EBMO,,Moorsele,Belgium,50.85277939,3.14722228
